Name	AccessionID	Date	Continent	Location	Region	Location_with_Region
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606018/2021-03-19	EPI_ISL_1606018	2021/03/19	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606184/2021-03-22	EPI_ISL_1606184	2021/03/22	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Sormland/EPI_ISL_1606249/2021-03-22	EPI_ISL_1606249	2021/03/22	Europe	Sweden	Sormland	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606267/2021-03-15	EPI_ISL_1606267	2021/03/15	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606302/2021-03-02	EPI_ISL_1606302	2021/03/02	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606321/2021-03-04	EPI_ISL_1606321	2021/03/04	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606325/2021-03-03	EPI_ISL_1606325	2021/03/03	Europe	Sweden	Stockholm	Sweden
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064202/2021-08-05	EPI_ISL_16064202	2021/08/05	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064206/2021-03-01	EPI_ISL_16064206	2021/03/01	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064207/2021-03-01	EPI_ISL_16064207	2021/03/01	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064208/2021-06-06	EPI_ISL_16064208	2021/06/06	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064209/2021-06-06	EPI_ISL_16064209	2021/06/06	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064210/2021-06-06	EPI_ISL_16064210	2021/06/06	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064211/2021-02-15	EPI_ISL_16064211	2021/02/15	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064212/2021-02-15	EPI_ISL_16064212	2021/02/15	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064213/2021-02-15	EPI_ISL_16064213	2021/02/15	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064214/2021-06-06	EPI_ISL_16064214	2021/06/06	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064215/2021-05-28	EPI_ISL_16064215	2021/05/28	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064216/2021-02-23	EPI_ISL_16064216	2021/02/23	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064217/2021-03-15	EPI_ISL_16064217	2021/03/15	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064218/2021-06-06	EPI_ISL_16064218	2021/06/06	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064219/2021-05-03	EPI_ISL_16064219	2021/05/03	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064220/2021-05-03	EPI_ISL_16064220	2021/05/03	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064221/2021-03-01	EPI_ISL_16064221	2021/03/01	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064222/2021-03-01	EPI_ISL_16064222	2021/03/01	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064223/2021-03-01	EPI_ISL_16064223	2021/03/01	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064224/2021-03-01	EPI_ISL_16064224	2021/03/01	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064225/2021-03-01	EPI_ISL_16064225	2021/03/01	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064226/2021-03-01	EPI_ISL_16064226	2021/03/01	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064227/2021-03-01	EPI_ISL_16064227	2021/03/01	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064228/2021-03-02	EPI_ISL_16064228	2021/03/02	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064231/2021-08-31	EPI_ISL_16064231	2021/08/31	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_16064232/2021-07-05	EPI_ISL_16064232	2021/07/05	Africa	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606473/2021-03-22	EPI_ISL_1606473	2021/03/22	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606506/2021-03-19	EPI_ISL_1606506	2021/03/19	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606507/2021-03-22	EPI_ISL_1606507	2021/03/22	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606633/2021-03-24	EPI_ISL_1606633	2021/03/24	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606667/2021-03-24	EPI_ISL_1606667	2021/03/24	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606686/2021-03-19	EPI_ISL_1606686	2021/03/19	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606736/2021-03-23	EPI_ISL_1606736	2021/03/23	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606774/2021-03-24	EPI_ISL_1606774	2021/03/24	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606788/2021-03-22	EPI_ISL_1606788	2021/03/22	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606798/2021-03-23	EPI_ISL_1606798	2021/03/23	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1606935/2021-03-22	EPI_ISL_1606935	2021/03/22	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Sormland/EPI_ISL_1606981/2021-03-23	EPI_ISL_1606981	2021/03/23	Europe	Sweden	Sormland	Sweden
hCoV-19/Europe/Sweden/Sormland/EPI_ISL_1607001/2021-03-24	EPI_ISL_1607001	2021/03/24	Europe	Sweden	Sormland	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1607006/2021-03-22	EPI_ISL_1607006	2021/03/22	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1607046/2021-03-19	EPI_ISL_1607046	2021/03/19	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1607048/2021-03-22	EPI_ISL_1607048	2021/03/22	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1607062/2021-03-19	EPI_ISL_1607062	2021/03/19	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1607075/2021-03-22	EPI_ISL_1607075	2021/03/22	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Stockholm/EPI_ISL_1607084/2021-03-22	EPI_ISL_1607084	2021/03/22	Europe	Sweden	Stockholm	Sweden
hCoV-19/Europe/Sweden/Skane/EPI_ISL_1607193/2021-03-24	EPI_ISL_1607193	2021/03/24	Europe	Sweden	Skane	Sweden
hCoV-19/Europe/Sweden/Skane/EPI_ISL_1607194/2021-03-24	EPI_ISL_1607194	2021/03/24	Europe	Sweden	Skane	Sweden
hCoV-19/Europe/Sweden/Orebro/EPI_ISL_1607617/2021-03-23	EPI_ISL_1607617	2021/03/23	Europe	Sweden	Orebro	Sweden
hCoV-19/Europe/Sweden/Orebro/EPI_ISL_1607687/2021-03-22	EPI_ISL_1607687	2021/03/22	Europe	Sweden	Orebro	Sweden
hCoV-19/Europe/Sweden/Orebro/EPI_ISL_1607710/2021-03-24	EPI_ISL_1607710	2021/03/24	Europe	Sweden	Orebro	Sweden
hCoV-19/Europe/Sweden/Orebro/EPI_ISL_1607743/2021-03-23	EPI_ISL_1607743	2021/03/23	Europe	Sweden	Orebro	Sweden
hCoV-19/Europe/Sweden/Orebro/EPI_ISL_1607771/2021-03-23	EPI_ISL_1607771	2021/03/23	Europe	Sweden	Orebro	Sweden
hCoV-19/Europe/Sweden/Orebro/EPI_ISL_1607775/2021-03-24	EPI_ISL_1607775	2021/03/24	Europe	Sweden	Orebro	Sweden
hCoV-19/Europe/Sweden/Orebro/EPI_ISL_1607776/2021-03-24	EPI_ISL_1607776	2021/03/24	Europe	Sweden	Orebro	Sweden
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078424/2021-01-04	EPI_ISL_16078424	2021/01/04	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078425/2021-01-05	EPI_ISL_16078425	2021/01/05	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078426/2020-12-28	EPI_ISL_16078426	2020/12/28	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078428/2020-12-28	EPI_ISL_16078428	2020/12/28	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078429/2021-01-04	EPI_ISL_16078429	2021/01/04	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078430/2021-01-04	EPI_ISL_16078430	2021/01/04	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078433/2021-01-05	EPI_ISL_16078433	2021/01/05	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078434/2021-01-14	EPI_ISL_16078434	2021/01/14	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078600/2021-04-12	EPI_ISL_16078600	2021/04/12	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078601/2021-01-04	EPI_ISL_16078601	2021/01/04	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078603/2021-06-14	EPI_ISL_16078603	2021/06/14	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078606/2021-01-07	EPI_ISL_16078606	2021/01/07	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078607/2021-01-04	EPI_ISL_16078607	2021/01/04	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078608/2021-01-04	EPI_ISL_16078608	2021/01/04	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078609/2021-03-09	EPI_ISL_16078609	2021/03/09	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078610/2021-01-04	EPI_ISL_16078610	2021/01/04	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078611/2021-04-15	EPI_ISL_16078611	2021/04/15	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078612/2021-04-29	EPI_ISL_16078612	2021/04/29	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078613/2021-03-11	EPI_ISL_16078613	2021/03/11	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078614/2021-03-15	EPI_ISL_16078614	2021/03/15	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078615/2021-05-17	EPI_ISL_16078615	2021/05/17	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078616/2021-05-20	EPI_ISL_16078616	2021/05/20	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078617/2021-05-24	EPI_ISL_16078617	2021/05/24	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078618/2021-06-03	EPI_ISL_16078618	2021/06/03	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078619/2021-05-17	EPI_ISL_16078619	2021/05/17	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078620/2021-03-04	EPI_ISL_16078620	2021/03/04	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078621/2021-03-02	EPI_ISL_16078621	2021/03/02	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078622/2021-04-06	EPI_ISL_16078622	2021/04/06	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078623/2021-03-11	EPI_ISL_16078623	2021/03/11	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078624/2021-03-09	EPI_ISL_16078624	2021/03/09	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078625/2021-03-04	EPI_ISL_16078625	2021/03/04	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078626/2021-06-08	EPI_ISL_16078626	2021/06/08	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078627/2021-06-08	EPI_ISL_16078627	2021/06/08	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078628/2021-06-03	EPI_ISL_16078628	2021/06/03	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078629/2021-05-04	EPI_ISL_16078629	2021/05/04	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078630/2021-04-22	EPI_ISL_16078630	2021/04/22	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078631/2021-05-03	EPI_ISL_16078631	2021/05/03	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078632/2021-04-22	EPI_ISL_16078632	2021/04/22	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078633/2021-03-24	EPI_ISL_16078633	2021/03/24	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078634/2021-02-18	EPI_ISL_16078634	2021/02/18	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078635/2021-05-13	EPI_ISL_16078635	2021/05/13	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078636/2021-04-15	EPI_ISL_16078636	2021/04/15	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078637/2021-04-22	EPI_ISL_16078637	2021/04/22	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078638/2021-04-26	EPI_ISL_16078638	2021/04/26	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078639/2021-04-06	EPI_ISL_16078639	2021/04/06	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078640/2021-02-08	EPI_ISL_16078640	2021/02/08	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078641/2021-02-11	EPI_ISL_16078641	2021/02/11	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078642/2021-02-08	EPI_ISL_16078642	2021/02/08	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078643/2021-05-21	EPI_ISL_16078643	2021/05/21	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078644/2021-04-15	EPI_ISL_16078644	2021/04/15	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078645/2021-04-29	EPI_ISL_16078645	2021/04/29	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078646/2021-04-07	EPI_ISL_16078646	2021/04/07	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078647/2021-04-07	EPI_ISL_16078647	2021/04/07	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078648/2021-05-20	EPI_ISL_16078648	2021/05/20	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078649/2021-05-06	EPI_ISL_16078649	2021/05/06	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078650/2021-05-21	EPI_ISL_16078650	2021/05/21	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078660/2021-02-15	EPI_ISL_16078660	2021/02/15	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078805/2021-01-18	EPI_ISL_16078805	2021/01/18	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078807/2021-06-03	EPI_ISL_16078807	2021/06/03	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078813/2021-06-10	EPI_ISL_16078813	2021/06/10	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_16078819/2021-04-12	EPI_ISL_16078819	2021/04/12	Africa	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078823/2021-04-07	EPI_ISL_16078823	2021/04/07	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078825/2021-03-08	EPI_ISL_16078825	2021/03/08	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078826/2021-04-06	EPI_ISL_16078826	2021/04/06	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_16078828/2021-05-26	EPI_ISL_16078828	2021/05/26	Africa	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Europe/Belgium/Hasselt/EPI_ISL_1608021/2021-04-10	EPI_ISL_1608021	2021/04/10	Europe	Belgium	Hasselt	Belgium
hCoV-19/NorthAmerica/USA/Maryland/EPI_ISL_1608607/2021-03-11	EPI_ISL_1608607	2021/03/11	NorthAmerica	USA	Maryland	USA
hCoV-19/NorthAmerica/USA/Maryland/EPI_ISL_1608679/2021-03-16	EPI_ISL_1608679	2021/03/16	NorthAmerica	USA	Maryland	USA
hCoV-19/NorthAmerica/USA/Maryland/EPI_ISL_1608680/2021-03-16	EPI_ISL_1608680	2021/03/16	NorthAmerica	USA	Maryland	USA
hCoV-19/NorthAmerica/USA/Maryland/EPI_ISL_1608745/2021-03-19	EPI_ISL_1608745	2021/03/19	NorthAmerica	USA	Maryland	USA
hCoV-19/NorthAmerica/USA/Maryland/EPI_ISL_1608746/2021-03-19	EPI_ISL_1608746	2021/03/19	NorthAmerica	USA	Maryland	USA
hCoV-19/NorthAmerica/USA/Maryland/EPI_ISL_1608747/2021-03-17	EPI_ISL_1608747	2021/03/17	NorthAmerica	USA	Maryland	USA
hCoV-19/NorthAmerica/USA/Maryland/EPI_ISL_1608748/2021-03-19	EPI_ISL_1608748	2021/03/19	NorthAmerica	USA	Maryland	USA
hCoV-19/NorthAmerica/USA/Maryland/EPI_ISL_1608755/2021-03-16	EPI_ISL_1608755	2021/03/16	NorthAmerica	USA	Maryland	USA
hCoV-19/NorthAmerica/USA/SouthCarolina/EPI_ISL_1608784/2021-03-21	EPI_ISL_1608784	2021/03/21	NorthAmerica	USA	SouthCarolina	USA
hCoV-19/NorthAmerica/USA/Michigan/EPI_ISL_1608923/2021-03-25	EPI_ISL_1608923	2021/03/25	NorthAmerica	USA	Michigan	USA
hCoV-19/NorthAmerica/USA/Wisconsin/EPI_ISL_1609134/2021-03-26	EPI_ISL_1609134	2021/03/26	NorthAmerica	USA	Wisconsin	USA
hCoV-19/NorthAmerica/USA/Wisconsin/EPI_ISL_1609631/2021-03-26	EPI_ISL_1609631	2021/03/26	NorthAmerica	USA	Wisconsin	USA
hCoV-19/NorthAmerica/USA/SouthCarolina/EPI_ISL_1610110/2021-03-25	EPI_ISL_1610110	2021/03/25	NorthAmerica	USA	SouthCarolina	USA
hCoV-19/NorthAmerica/USA/Virginia/EPI_ISL_1610145/2021-03-25	EPI_ISL_1610145	2021/03/25	NorthAmerica	USA	Virginia	USA
hCoV-19/NorthAmerica/USA/Virginia/EPI_ISL_1610179/2021-03-27	EPI_ISL_1610179	2021/03/27	NorthAmerica	USA	Virginia	USA
hCoV-19/NorthAmerica/USA/NorthCarolina/EPI_ISL_1610222/2021-03-28	EPI_ISL_1610222	2021/03/28	NorthAmerica	USA	NorthCarolina	USA
hCoV-19/NorthAmerica/USA/Georgia/EPI_ISL_1610374/2021-03-29	EPI_ISL_1610374	2021/03/29	NorthAmerica	USA	Georgia	USA
hCoV-19/NorthAmerica/USA/Georgia/EPI_ISL_1611012/2021-04-01	EPI_ISL_1611012	2021/04/01	NorthAmerica	USA	Georgia	USA
hCoV-19/NorthAmerica/USA/Wisconsin/EPI_ISL_1611155/2021-03-29	EPI_ISL_1611155	2021/03/29	NorthAmerica	USA	Wisconsin	USA
hCoV-19/NorthAmerica/USA/SouthCarolina/EPI_ISL_1611735/2021-03-27	EPI_ISL_1611735	2021/03/27	NorthAmerica	USA	SouthCarolina	USA
hCoV-19/NorthAmerica/USA/SouthCarolina/EPI_ISL_1611943/2021-04-01	EPI_ISL_1611943	2021/04/01	NorthAmerica	USA	SouthCarolina	USA
hCoV-19/NorthAmerica/USA/Nevada/EPI_ISL_1612239/2021-04-01	EPI_ISL_1612239	2021/04/01	NorthAmerica	USA	Nevada	USA
hCoV-19/NorthAmerica/USA/Texas/EPI_ISL_1612791/2021-04-03	EPI_ISL_1612791	2021/04/03	NorthAmerica	USA	Texas	USA
hCoV-19/NorthAmerica/USA/California/EPI_ISL_1613043/2021-03-29	EPI_ISL_1613043	2021/03/29	NorthAmerica	USA	California	USA
hCoV-19/Europe/Latvia/EPI_ISL_1613178/2021-03-15	EPI_ISL_1613178	2021/03/15	Europe	Latvia	EPI_ISL_1613178	Latvia
hCoV-19/Europe/Latvia/EPI_ISL_1613498/2021-03-24	EPI_ISL_1613498	2021/03/24	Europe	Latvia	EPI_ISL_1613498	Latvia
hCoV-19/Asia/China/Beijing/1900-01-00	EPI_ISL_16138137	2021/05/01	Asia	China	Beijing	China
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_16139729/2021-02-22	EPI_ISL_16139729	2021/02/22	Europe	Germany	Baden-Wurttemberg	Germany
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_16139735/2021-03-02	EPI_ISL_16139735	2021/03/02	Europe	Germany	Baden-Wurttemberg	Germany
