Name	Accession ID	Date	Location	Region	Location_with_Region
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_6327754/2021-08-04	EPI_ISL_6327754	2021/08/04	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_6327755/2021-08-04	EPI_ISL_6327755	2021/08/04	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_6327756/2021-08-04	EPI_ISL_6327756	2021/08/04	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_6327764/2021-10-21	EPI_ISL_6327764	2021/10/21	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_6327765/2021-10-21	EPI_ISL_6327765	2021/10/21	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_6327767/2021-10-21	EPI_ISL_6327767	2021/10/21	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_6327769/2021-10-18	EPI_ISL_6327769	2021/10/18	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_6327771/2021-08-09	EPI_ISL_6327771	2021/08/09	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327772/2021-08-11	EPI_ISL_6327772	2021/08/11	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327775/2021-08-08	EPI_ISL_6327775	2021/08/08	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327776/2021-07-13	EPI_ISL_6327776	2021/07/13	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327777/2021-07-13	EPI_ISL_6327777	2021/07/13	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327778/2021-07-14	EPI_ISL_6327778	2021/07/14	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327781/2021-08-10	EPI_ISL_6327781	2021/08/10	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327783/2021-08-17	EPI_ISL_6327783	2021/08/17	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327784/2021-08-20	EPI_ISL_6327784	2021/08/20	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327785/2021-08-18	EPI_ISL_6327785	2021/08/18	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327786/2021-08-10	EPI_ISL_6327786	2021/08/10	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327787/2021-08-05	EPI_ISL_6327787	2021/08/05	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327788/2021-08-16	EPI_ISL_6327788	2021/08/16	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327789/2021-08-11	EPI_ISL_6327789	2021/08/11	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6327790/2021-08-17	EPI_ISL_6327790	2021/08/17	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6327791/2021-08-19	EPI_ISL_6327791	2021/08/19	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6327797/2021-07-28	EPI_ISL_6327797	2021/07/28	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6327804/2021-10-15	EPI_ISL_6327804	2021/10/15	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6327805/2021-10-07	EPI_ISL_6327805	2021/10/07	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6327809/2021-10-26	EPI_ISL_6327809	2021/10/26	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6327810/2021-10-26	EPI_ISL_6327810	2021/10/26	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6327811/2021-10-26	EPI_ISL_6327811	2021/10/26	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327820/2021-10-05	EPI_ISL_6327820	2021/10/05	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327821/2021-08-18	EPI_ISL_6327821	2021/08/18	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327823/2021-07-23	EPI_ISL_6327823	2021/07/23	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327824/2021-07-22	EPI_ISL_6327824	2021/07/22	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327825/2021-07-26	EPI_ISL_6327825	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327826/2021-07-26	EPI_ISL_6327826	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327827/2021-07-26	EPI_ISL_6327827	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327828/2021-07-26	EPI_ISL_6327828	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327829/2021-07-26	EPI_ISL_6327829	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327830/2021-07-26	EPI_ISL_6327830	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327831/2021-08-01	EPI_ISL_6327831	2021/08/01	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327832/2021-07-29	EPI_ISL_6327832	2021/07/29	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327833/2021-07-29	EPI_ISL_6327833	2021/07/29	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327834/2021-07-29	EPI_ISL_6327834	2021/07/29	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327845/2021-07-13	EPI_ISL_6327845	2021/07/13	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_6327847/2021-10-21	EPI_ISL_6327847	2021/10/21	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_6327848/2021-08-08	EPI_ISL_6327848	2021/08/08	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327849/2021-07-22	EPI_ISL_6327849	2021/07/22	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327859/2021-07-26	EPI_ISL_6327859	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327864/2021-08-16	EPI_ISL_6327864	2021/08/16	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327934/2021-07-26	EPI_ISL_6327934	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327935/2021-07-26	EPI_ISL_6327935	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327936/2021-07-26	EPI_ISL_6327936	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327940/2021-10-08	EPI_ISL_6327940	2021/10/08	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327944/2021-08-01	EPI_ISL_6327944	2021/08/01	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6327945/2021-10-15	EPI_ISL_6327945	2021/10/15	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327946/2021-07-26	EPI_ISL_6327946	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327949/2021-10-04	EPI_ISL_6327949	2021/10/04	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_6327950/2021-10-22	EPI_ISL_6327950	2021/10/22	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327951/2021-07-26	EPI_ISL_6327951	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327954/2021-10-05	EPI_ISL_6327954	2021/10/05	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_6327955/2021-10-18	EPI_ISL_6327955	2021/10/18	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327956/2021-07-29	EPI_ISL_6327956	2021/07/29	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327958/2021-07-25	EPI_ISL_6327958	2021/07/25	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327959/2021-08-09	EPI_ISL_6327959	2021/08/09	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6327960/2021-07-25	EPI_ISL_6327960	2021/07/25	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327963/2021-07-22	EPI_ISL_6327963	2021/07/22	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327965/2021-08-06	EPI_ISL_6327965	2021/08/06	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327966/2021-10-07	EPI_ISL_6327966	2021/10/07	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327968/2021-08-11	EPI_ISL_6327968	2021/08/11	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327969/2021-10-06	EPI_ISL_6327969	2021/10/06	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_6327970/2021-08-09	EPI_ISL_6327970	2021/08/09	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327971/2021-10-07	EPI_ISL_6327971	2021/10/07	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_6327973/2021-10-28	EPI_ISL_6327973	2021/10/28	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_6327977/2021-08-09	EPI_ISL_6327977	2021/08/09	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Limpopo/EPI_ISL_6327978/2021-08-17	EPI_ISL_6327978	2021/08/17	SouthAfrica	Limpopo	SouthAfrica - Limpopo
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327980/2021-10-05	EPI_ISL_6327980	2021/10/05	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthernCape/EPI_ISL_6327981/2021-10-19	EPI_ISL_6327981	2021/10/19	SouthAfrica	NorthernCape	SouthAfrica - NorthernCape
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327982/2021-08-07	EPI_ISL_6327982	2021/08/07	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327983/2021-07-26	EPI_ISL_6327983	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327984/2021-10-05	EPI_ISL_6327984	2021/10/05	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327985/2021-08-07	EPI_ISL_6327985	2021/08/07	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327986/2021-08-12	EPI_ISL_6327986	2021/08/12	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_6327987/2021-08-06	EPI_ISL_6327987	2021/08/06	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327988/2021-10-11	EPI_ISL_6327988	2021/10/11	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/Mpumalanga/EPI_ISL_6327990/2021-10-06	EPI_ISL_6327990	2021/10/06	SouthAfrica	Mpumalanga	SouthAfrica - Mpumalanga
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327992/2021-07-26	EPI_ISL_6327992	2021/07/26	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/NorthWest/EPI_ISL_6327993/2021-07-21	EPI_ISL_6327993	2021/07/21	SouthAfrica	NorthWest	SouthAfrica - NorthWest
hCoV-19/Africa/SouthAfrica/Gauteng/EPI_ISL_6327996/2021-08-09	EPI_ISL_6327996	2021/08/09	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/EasternCape/EPI_ISL_6328000/2021-10-14	EPI_ISL_6328000	2021/10/14	SouthAfrica	EasternCape	SouthAfrica - EasternCape
hCoV-19/NorthAmerica/USA/Maryland/EPI_ISL_6381954/2021-10-15	EPI_ISL_6381954	2021/10/15	USA	Maryland	USA
hCoV-19/NorthAmerica/USA/Colorado/EPI_ISL_6382208/2021-10-16	EPI_ISL_6382208	2021/10/16	USA	Colorado	USA
hCoV-19/NorthAmerica/USA/NewYork/EPI_ISL_6390662/2021-10-27	EPI_ISL_6390662	2021/10/27	USA	NewYork	USA
hCoV-19/NorthAmerica/USA/NewYork/EPI_ISL_6396331/2021-10-29	EPI_ISL_6396331	2021/10/29	USA	NewYork	USA
hCoV-19/NorthAmerica/USA/NewYork/EPI_ISL_6396398/2021-10-29	EPI_ISL_6396398	2021/10/29	USA	NewYork	USA
hCoV-19/NorthAmerica/USA/Colorado/EPI_ISL_6397130/2021-10-17	EPI_ISL_6397130	2021/10/17	USA	Colorado	USA
hCoV-19/NorthAmerica/USA/NewYork/EPI_ISL_6398357/2021-10-27	EPI_ISL_6398357	2021/10/27	USA	NewYork	USA
hCoV-19/NorthAmerica/USA/Georgia/EPI_ISL_6400782/2021-11-02	EPI_ISL_6400782	2021/11/02	USA	Georgia	USA
hCoV-19/NorthAmerica/USA/NewYork/EPI_ISL_6415040/2021-10-29	EPI_ISL_6415040	2021/10/29	USA	NewYork	USA
hCoV-19/NorthAmerica/USA/Colorado/EPI_ISL_6419339/2021-10-25	EPI_ISL_6419339	2021/10/25	USA	Colorado	USA
hCoV-19/Africa/SouthAfrica/Gauteng/CityOfJohannesburgMetropolitan/EPI_ISL_6422264/2021-10-10	EPI_ISL_6422264	2021/10/10	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/CityOfJohannesburgMetropolitan/EPI_ISL_6422266/2021-10-07	EPI_ISL_6422266	2021/10/07	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/CityOfJohannesburgMetropolitan/EPI_ISL_6422267/2021-10-06	EPI_ISL_6422267	2021/10/06	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/WestRand/EPI_ISL_6422268/2021-10-07	EPI_ISL_6422268	2021/10/07	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/KwaZulu-Natal/Ethekwini/EPI_ISL_6422292/2021-10-16	EPI_ISL_6422292	2021/10/16	SouthAfrica	KwaZulu-Natal	SouthAfrica - KwaZulu-Natal
hCoV-19/Africa/SouthAfrica/KwaZulu-Natal/Ugu/EPI_ISL_6422294/2021-10-18	EPI_ISL_6422294	2021/10/18	SouthAfrica	KwaZulu-Natal	SouthAfrica - KwaZulu-Natal
hCoV-19/Africa/SouthAfrica/KwaZulu-Natal/Ugu/EPI_ISL_6422296/2021-10-15	EPI_ISL_6422296	2021/10/15	SouthAfrica	KwaZulu-Natal	SouthAfrica - KwaZulu-Natal
hCoV-19/Africa/SouthAfrica/KwaZulu-Natal/Ugu/EPI_ISL_6422298/2021-10-15	EPI_ISL_6422298	2021/10/15	SouthAfrica	KwaZulu-Natal	SouthAfrica - KwaZulu-Natal
hCoV-19/Africa/SouthAfrica/KwaZulu-Natal/Ugu/EPI_ISL_6422302/2021-10-19	EPI_ISL_6422302	2021/10/19	SouthAfrica	KwaZulu-Natal	SouthAfrica - KwaZulu-Natal
hCoV-19/Africa/SouthAfrica/KwaZulu-Natal/HarryGwala/EPI_ISL_6422304/2021-10-16	EPI_ISL_6422304	2021/10/16	SouthAfrica	KwaZulu-Natal	SouthAfrica - KwaZulu-Natal
hCoV-19/Africa/SouthAfrica/Gauteng/CityOfJohannesburgMetroRegionA/EPI_ISL_6422306/2021-10-13	EPI_ISL_6422306	2021/10/13	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/CityOfJohannesburgMetroRegionE/EPI_ISL_6422308/2021-10-12	EPI_ISL_6422308	2021/10/12	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/Sedibeng/EPI_ISL_6422309/2021-10-12	EPI_ISL_6422309	2021/10/12	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/WestRand/EPI_ISL_6422312/2021-10-11	EPI_ISL_6422312	2021/10/11	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/CityOfJohannesburgMetroRegionF/EPI_ISL_6422313/2021-10-15	EPI_ISL_6422313	2021/10/15	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/CityOfJohannesburgMetroRegionF/EPI_ISL_6422314/2021-10-13	EPI_ISL_6422314	2021/10/13	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/Sedibeng/EPI_ISL_6422316/2021-10-11	EPI_ISL_6422316	2021/10/11	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/Sedibeng/EPI_ISL_6422317/2021-10-11	EPI_ISL_6422317	2021/10/11	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/Africa/SouthAfrica/Gauteng/CityOfJohannesburgMetroRegionE/EPI_ISL_6422318/2021-10-13	EPI_ISL_6422318	2021/10/13	SouthAfrica	Gauteng	SouthAfrica - Gauteng
hCoV-19/NorthAmerica/Canada/Quebec/EPI_ISL_6423869/2021-08-17	EPI_ISL_6423869	2021/08/17	Canada	Quebec	Canada
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436393/2021-10-04	EPI_ISL_6436393	2021/10/04	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436395/2021-10-05	EPI_ISL_6436395	2021/10/05	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436398/2021-10-09	EPI_ISL_6436398	2021/10/09	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436399/2021-10-13	EPI_ISL_6436399	2021/10/13	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436411/2021-10-04	EPI_ISL_6436411	2021/10/04	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436412/2021-10-05	EPI_ISL_6436412	2021/10/05	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436414/2021-10-06	EPI_ISL_6436414	2021/10/06	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436415/2021-10-06	EPI_ISL_6436415	2021/10/06	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436421/2021-10-09	EPI_ISL_6436421	2021/10/09	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436424/2021-10-11	EPI_ISL_6436424	2021/10/11	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436427/2021-10-13	EPI_ISL_6436427	2021/10/13	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436432/2021-10-12	EPI_ISL_6436432	2021/10/12	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436442/2021-10-20	EPI_ISL_6436442	2021/10/20	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436443/2021-10-21	EPI_ISL_6436443	2021/10/21	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436446/2021-10-19	EPI_ISL_6436446	2021/10/19	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436447/2021-10-19	EPI_ISL_6436447	2021/10/19	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436448/2021-10-20	EPI_ISL_6436448	2021/10/20	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436449/2021-10-21	EPI_ISL_6436449	2021/10/21	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436451/2021-07-22	EPI_ISL_6436451	2021/07/22	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Africa/SouthAfrica/WesternCape/EPI_ISL_6436465/2021-10-08	EPI_ISL_6436465	2021/10/08	SouthAfrica	WesternCape	SouthAfrica - WesternCape
hCoV-19/Europe/Germany/NorthRhine-Westphalia/EPI_ISL_6457677/2021-11-06	EPI_ISL_6457677	2021/11/06	Germany	NorthRhine-Westphalia	Germany
hCoV-19/Europe/Germany/NorthRhine-Westphalia/EPI_ISL_6462612/2021-11-06	EPI_ISL_6462612	2021/11/06	Germany	NorthRhine-Westphalia	Germany
hCoV-19/Europe/Germany/Baden-Wurttemberg/EPI_ISL_6467563/2021-11-10	EPI_ISL_6467563	2021/11/10	Germany	Baden-Wurttemberg	Germany
hCoV-19/NorthAmerica/USA/Georgia/EPI_ISL_6476879/2021-08-17	EPI_ISL_6476879	2021/08/17	USA	Georgia	USA
hCoV-19/NorthAmerica/USA/Texas/EPI_ISL_6481171/2021-07-03	EPI_ISL_6481171	2021/07/03	USA	Texas	USA
hCoV-19/NorthAmerica/USA/Florida/EPI_ISL_6485310/2021-07-29	EPI_ISL_6485310	2021/07/29	USA	Florida	USA
hCoV-19/NorthAmerica/USA/Florida/EPI_ISL_6489513/2021-07-26	EPI_ISL_6489513	2021/07/26	USA	Florida	USA
hCoV-19/NorthAmerica/USA/NewYork/OrangeCounty/EPI_ISL_6493949/2021-09-13	EPI_ISL_6493949	2021/09/13	USA	NewYork	USA
hCoV-19/Africa/Malawi/Southern/EPI_ISL_6511730/2021-09-09	EPI_ISL_6511730	2021/09/09	Malawi	Southern	Malawi
hCoV-19/Africa/Malawi/Southern/EPI_ISL_6511746/2021-09-01	EPI_ISL_6511746	2021/09/01	Malawi	Southern	Malawi
hCoV-19/Africa/Malawi/Southern/EPI_ISL_6511751/2021-09-08	EPI_ISL_6511751	2021/09/08	Malawi	Southern	Malawi
hCoV-19/Africa/Mozambique/Gaza/EPI_ISL_6511762/2021-07-26	EPI_ISL_6511762	2021/07/26	Mozambique	Gaza	Mozambique
hCoV-19/Africa/Mozambique/Gaza/EPI_ISL_6511766/2021-07-26	EPI_ISL_6511766	2021/07/26	Mozambique	Gaza	Mozambique
hCoV-19/NorthAmerica/USA/NewYork/EPI_ISL_6520063/2021-10-16	EPI_ISL_6520063	2021/10/16	USA	NewYork	USA
